,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Hold Me While You Wait___Lewis Capaldi,0.688,0.53,11,-5.507,1,0.0333,0.443,0,0.0995,0.162,106.958,audio_features,60iSKGrGazRzICtMjADNSM,spotify:track:60iSKGrGazRzICtMjADNSM,https://api.spotify.com/v1/tracks/60iSKGrGazRzICtMjADNSM,https://api.spotify.com/v1/audio-analysis/60iSKGrGazRzICtMjADNSM,205687,4,Divinely Uninspired To A Hellish Extent,5658aM19fA3JVwTK6eQX70
True Crime___DREAMERS,0.691,0.748,6,-4.2,0,0.0237,0.00401,3.02e-06,0.196,0.905,93.014,audio_features,5L4gz4w97oCjHpoSQQbg1p,spotify:track:5L4gz4w97oCjHpoSQQbg1p,https://api.spotify.com/v1/tracks/5L4gz4w97oCjHpoSQQbg1p,https://api.spotify.com/v1/audio-analysis/5L4gz4w97oCjHpoSQQbg1p,177759,4,True Crime,4II98hQprkBKxGcLoF7pgn
Thing For You (With Martin Solveig)___David Guetta,0.774,0.723,2,-5.545,1,0.0496,0.0395,1.82e-05,0.1,0.769,121.057,audio_features,0IhTEIjFaRt3B2NQYf9azQ,spotify:track:0IhTEIjFaRt3B2NQYf9azQ,https://api.spotify.com/v1/tracks/0IhTEIjFaRt3B2NQYf9azQ,https://api.spotify.com/v1/audio-analysis/0IhTEIjFaRt3B2NQYf9azQ,191399,4,Thing For You (With Martin Solveig),1cbCgek1ORPGZFKlBIhBmH
tomorrow tonight___Loote,,,,,,,,,,,,,,,,,,,,
The Portrait (Ooh La La)___R3HAB,,,,,,,,,,,,,,,,,,,,
First Time (feat. iann dior) - Goodboys Remix___ILLENIUM,,,,,,,,,,,,,,,,,,,,
Glad You Came___AREA21,,,,,,,,,,,,,,,,,,,,
The Flower Garden___Joe Hisaishi,,,,,,,,,,,,,,,,,,,,
23___Diamond Eyes,0.554,0.573,7,-5.75,0,0.038,0.245,0.000728,0.185,0.149,149.955,audio_features,7cu1x3y9gV0BFLYpTOWFaA,spotify:track:7cu1x3y9gV0BFLYpTOWFaA,https://api.spotify.com/v1/tracks/7cu1x3y9gV0BFLYpTOWFaA,https://api.spotify.com/v1/audio-analysis/7cu1x3y9gV0BFLYpTOWFaA,268800,4,23,2kGsdwt0JPb4VCZa175NPP
Waiting on the Summer (Dave Edwards Remix)___VHS Collection,0.623,0.931,4,-3.761,1,0.0315,0.00523,3.6e-05,0.101,0.815,101.999,audio_features,6sEWHjRKEWEsgAqHTmKmA8,spotify:track:6sEWHjRKEWEsgAqHTmKmA8,https://api.spotify.com/v1/tracks/6sEWHjRKEWEsgAqHTmKmA8,https://api.spotify.com/v1/audio-analysis/6sEWHjRKEWEsgAqHTmKmA8,243972,4,Waiting on the Summer (Remixes),5CpCahbwDWn9sHjHrFdv4P
Friend Of A Friend___Foo Fighters,0.713,0.295,7,-12.738,0,0.0311,0.694,0.0145,0.099,0.0756,95.828,audio_features,7cxAyJ1UcrkejC7fTTZcUV,spotify:track:7cxAyJ1UcrkejC7fTTZcUV,https://api.spotify.com/v1/tracks/7cxAyJ1UcrkejC7fTTZcUV,https://api.spotify.com/v1/audio-analysis/7cxAyJ1UcrkejC7fTTZcUV,193200,4,In Your Honor,2eprpJCYbCbPZRKVGIEJxZ
my boy___Billie Eilish,,,,,,,,,,,,,,,,,,,,
Vindicated___Dashboard Confessional,0.513,0.811,3,-3.391,1,0.0348,0.0272,0,0.0855,0.323,86.012,audio_features,2elN12zz0lo1GXjRCGhAmC,spotify:track:2elN12zz0lo1GXjRCGhAmC,https://api.spotify.com/v1/tracks/2elN12zz0lo1GXjRCGhAmC,https://api.spotify.com/v1/audio-analysis/2elN12zz0lo1GXjRCGhAmC,201347,4,Dusk And Summer,2GM5W0UOKh5i5OGQl0XaRQ
Karuna___Joseph Sai,,,,,,,,,,,,,,,,,,,,
I Still Do___Mokita,,,,,,,,,,,,,,,,,,,,
Keeping It In The Dark - From 13 Reasons Why - Season 3 Soundtrack___Daya,0.539,0.769,8,-6.297,1,0.302,0.0165,0,0.131,0.31,185.934,audio_features,2XtL4VAqehOQulLpf1sFVF,spotify:track:2XtL4VAqehOQulLpf1sFVF,https://api.spotify.com/v1/tracks/2XtL4VAqehOQulLpf1sFVF,https://api.spotify.com/v1/audio-analysis/2XtL4VAqehOQulLpf1sFVF,208182,4,Keeping It In The Dark (From 13 Reasons Why - Season 3 Soundtrack),34kdsqSo8eVjo29lNLBCRl
Tillu Anna DJ Pedithe___Ram Miriyala,0.702,0.663,10,-5.444,0,0.21,0.149,2.01e-06,0.11,0.28,140.027,audio_features,4ZNIkO2j6K2c0Nm8zWXmdn,spotify:track:4ZNIkO2j6K2c0Nm8zWXmdn,https://api.spotify.com/v1/tracks/4ZNIkO2j6K2c0Nm8zWXmdn,https://api.spotify.com/v1/audio-analysis/4ZNIkO2j6K2c0Nm8zWXmdn,183500,4,DJ Tillu,3loo3ZQ43Rsu0FdtorNZE0
Ocean___Anuv Jain,0.72,0.237,3,-11.665,1,0.0415,0.963,0,0.0952,0.606,125.335,audio_features,4BL4aEbddW0OGv6fFYYFUt,spotify:track:4BL4aEbddW0OGv6fFYYFUt,https://api.spotify.com/v1/tracks/4BL4aEbddW0OGv6fFYYFUt,https://api.spotify.com/v1/audio-analysis/4BL4aEbddW0OGv6fFYYFUt,252630,4,Ocean,2Anzoekoz1jYgFMyHSnV9t
SADNESS AND SORROW - REMIX___JbasiBoi,0.735,0.322,4,-13.909,0,0.164,0.00897,0.624,0.132,0.0611,145.012,audio_features,7tZaZAaZEU7ytgz5JZPl4j,spotify:track:7tZaZAaZEU7ytgz5JZPl4j,https://api.spotify.com/v1/tracks/7tZaZAaZEU7ytgz5JZPl4j,https://api.spotify.com/v1/audio-analysis/7tZaZAaZEU7ytgz5JZPl4j,269814,4,NARUTO REMIXES,4usOuwYBjd0dxI296zQx7t
I Won't Let You Down___Erin McCarley,0.495,0.329,7,-11.661,1,0.0386,0.652,7.61e-05,0.0606,0.0919,72.992,audio_features,4I18rXWixQBWc8JhTqx6Xn,spotify:track:4I18rXWixQBWc8JhTqx6Xn,https://api.spotify.com/v1/tracks/4I18rXWixQBWc8JhTqx6Xn,https://api.spotify.com/v1/audio-analysis/4I18rXWixQBWc8JhTqx6Xn,198345,4,I Won't Let You Down,17sQglawONvG9LS1VCXkAk
Pyaar Hai - Acoustic___Sagar Verma,,,,,,,,,,,,,,,,,,,,
Selects: How Sloths Work___Stuff You Should Know,,,,,,,,,,,,,,,,,,,,
Never Let You Go (feat. John Newman)___Kygo,,,,,,,,,,,,,,,,,,,,
Leave Out All The Rest___Linkin Park,,,,,,,,,,,,,,,,,,,,
"Doobey (From ""Gehraiyaan"")___OAFF",0.751,0.669,3,-6.532,0,0.0359,0.342,1.31e-05,0.0822,0.359,119.014,audio_features,7MBqVOzb8C3f0FXr2LBLiq,spotify:track:7MBqVOzb8C3f0FXr2LBLiq,https://api.spotify.com/v1/tracks/7MBqVOzb8C3f0FXr2LBLiq,https://api.spotify.com/v1/audio-analysis/7MBqVOzb8C3f0FXr2LBLiq,219687,4,"Doobey (From ""Gehraiyaan"")",48VomBCSqAsYmxI3C3TNSC
All The Small Things___blink-182,0.442,0.9,0,-5.032,1,0.0529,0.0109,0,0.395,0.609,148.62,audio_features,27FRqiV8lQUCEqNT0Qpf6L,spotify:track:27FRqiV8lQUCEqNT0Qpf6L,https://api.spotify.com/v1/tracks/27FRqiV8lQUCEqNT0Qpf6L,https://api.spotify.com/v1/audio-analysis/27FRqiV8lQUCEqNT0Qpf6L,171067,4,90's Hits It's Party TIme,00KKqh6w41tG6xaCRUqvIy
Let Me Live (feat. Anne-Marie & Mr Eazi) - Banx & Ranx Remix___Rudimental,0.525,0.855,5,-3.209,0,0.308,0.0192,0,0.0976,0.809,87.567,audio_features,3YSP4fARqLlh8iwwb3V5yK,spotify:track:3YSP4fARqLlh8iwwb3V5yK,https://api.spotify.com/v1/tracks/3YSP4fARqLlh8iwwb3V5yK,https://api.spotify.com/v1/audio-analysis/3YSP4fARqLlh8iwwb3V5yK,177324,4,Let Me Live (feat. Anne-Marie & Mr Eazi) [Banx & Ranx Remix],0B4p57zsUFMMVIm2tXIqOQ
In the Name of Love - DallasK Remix___Martin Garrix,,,,,,,,,,,,,,,,,,,,
Carry Me Home (feat. Jake Reese)___KSHMR,,,,,,,,,,,,,,,,,,,,
Somebody Like You___Vicetone,0.62,0.851,6,-2.727,0,0.0332,0.136,0.000144,0.0999,0.816,122.011,audio_features,3d5sy82qemYO5B5TljeoBs,spotify:track:3d5sy82qemYO5B5TljeoBs,https://api.spotify.com/v1/tracks/3d5sy82qemYO5B5TljeoBs,https://api.spotify.com/v1/audio-analysis/3d5sy82qemYO5B5TljeoBs,208571,4,Legacy,6NnwmqK1adZp3yXObpoD0W
Let You Go___Boy In Space,,,,,,,,,,,,,,,,,,,,
Everybody Lies___Jason Walker,0.522,0.399,6,-5.937,0,0.0276,0.466,4.39e-06,0.132,0.173,92.944,audio_features,7i9qEiLaPjt0rXzYtsgKlz,spotify:track:7i9qEiLaPjt0rXzYtsgKlz,https://api.spotify.com/v1/tracks/7i9qEiLaPjt0rXzYtsgKlz,https://api.spotify.com/v1/audio-analysis/7i9qEiLaPjt0rXzYtsgKlz,230347,4,Midnight Starlight,2pza1teSKFLYgAFDidW1IB
Nevada - Vicetone Lofi Mix___Vicetone,0.618,0.664,3,-7.833,1,0.039,0.744,0.919,0.15,0.0706,171.999,audio_features,0ueILWV4Pvzx5hJCMCn975,spotify:track:0ueILWV4Pvzx5hJCMCn975,https://api.spotify.com/v1/tracks/0ueILWV4Pvzx5hJCMCn975,https://api.spotify.com/v1/audio-analysis/0ueILWV4Pvzx5hJCMCn975,147972,4,Nevada (Vicetone Lofi Mix),5S69WMh7mRHeLb8BQrq9sA
Death Note (Writing Theme)___Crescent Sun,0.113,0.473,2,-9.907,0,0.0494,0.0171,0,0.102,0.252,69.666,audio_features,6JLvPsWzW9QMefH2SkzyOo,spotify:track:6JLvPsWzW9QMefH2SkzyOo,https://api.spotify.com/v1/tracks/6JLvPsWzW9QMefH2SkzyOo,https://api.spotify.com/v1/audio-analysis/6JLvPsWzW9QMefH2SkzyOo,163693,5,Death Note (Writing Theme),3IxwiXj0PdTihhPWU6a6JT
Bleed It Out___Linkin Park,,,,,,,,,,,,,,,,,,,,
Dive___Hot Shade,,,,,,,,,,,,,,,,,,,,
Jaagran (Rockstar)___Mohit Chauhan,0.679,0.678,5,-6.935,1,0.0427,0.634,0,0.161,0.842,87.958,audio_features,7aGP8THL45LnFX8xIY1Jcx,spotify:track:7aGP8THL45LnFX8xIY1Jcx,https://api.spotify.com/v1/tracks/7aGP8THL45LnFX8xIY1Jcx,https://api.spotify.com/v1/audio-analysis/7aGP8THL45LnFX8xIY1Jcx,63120,4,Rockstar,3RZxrS2dDZlbsYtMRM89v8
redruM - MistaJam Remix___Sorana,0.716,0.876,11,-4.521,0,0.0449,0.00268,0.000311,0.74,0.479,124.006,audio_features,5aXoehg5fSO6E0QN9r70dL,spotify:track:5aXoehg5fSO6E0QN9r70dL,https://api.spotify.com/v1/tracks/5aXoehg5fSO6E0QN9r70dL,https://api.spotify.com/v1/audio-analysis/5aXoehg5fSO6E0QN9r70dL,183868,4,redruM (MistaJam Remix),228mkPjcSHN9Gvv7UjGZon
Needa Padadhani___Darshan Raval,0.593,0.557,1,-6.669,0,0.0319,0.185,0,0.139,0.236,123.968,audio_features,5Iov3SMWrdViSVKviEdyKC,spotify:track:5Iov3SMWrdViSVKviEdyKC,https://api.spotify.com/v1/tracks/5Iov3SMWrdViSVKviEdyKC,https://api.spotify.com/v1/audio-analysis/5Iov3SMWrdViSVKviEdyKC,209687,4,Jersey,2FJmYZos4BIzkjvhmAy1hU
Down Down Duppa___Sooraj,,,,,,,,,,,,,,,,,,,,
Remember to Love - Extended Mix___Lee Wilson,0.723,0.669,6,-10.501,0,0.0463,0.00791,0.605,0.136,0.474,120.991,audio_features,6cyzz6IwvfjbPiNreeMhZ0,spotify:track:6cyzz6IwvfjbPiNreeMhZ0,https://api.spotify.com/v1/tracks/6cyzz6IwvfjbPiNreeMhZ0,https://api.spotify.com/v1/audio-analysis/6cyzz6IwvfjbPiNreeMhZ0,304488,4,Remember to Love,7yEq7FYgBKTzdGAkc6l45b
Somebody Else___The 1975,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,audio_features,4m0q0xQ2BNl9SCAGKyfiGZ,spotify:track:4m0q0xQ2BNl9SCAGKyfiGZ,https://api.spotify.com/v1/tracks/4m0q0xQ2BNl9SCAGKyfiGZ,https://api.spotify.com/v1/audio-analysis/4m0q0xQ2BNl9SCAGKyfiGZ,347526,4,"I like it when you sleep, for you are so beautiful yet so unaware of it",12zl1WmHPFCSyKYbL4vBZn
Nostalgic___A R I Z O N A,,,,,,,,,,,,,,,,,,,,
Rock N Roll Soniye___Shankar-Ehsaan-Loy,,,,,,,,,,,,,,,,,,,,
Relief___Florian Beck,0.353,0.00694,2,-20.405,1,0.0444,0.991,0.946,0.106,0.152,131.943,audio_features,0tCTXGCsD8wgeLtYQ1b5H1,spotify:track:0tCTXGCsD8wgeLtYQ1b5H1,https://api.spotify.com/v1/tracks/0tCTXGCsD8wgeLtYQ1b5H1,https://api.spotify.com/v1/audio-analysis/0tCTXGCsD8wgeLtYQ1b5H1,104263,4,Relief,5Gk1eWQHJU6mJEuwGADs2f
Reckless - Kapre Remix___Disco Fries,0.537,0.825,0,-5.649,1,0.0645,0.0186,0,0.349,0.427,126.081,audio_features,2Y7nUXAgEywijajhTHJhSy,spotify:track:2Y7nUXAgEywijajhTHJhSy,https://api.spotify.com/v1/tracks/2Y7nUXAgEywijajhTHJhSy,https://api.spotify.com/v1/audio-analysis/2Y7nUXAgEywijajhTHJhSy,195938,4,Reckless (Remixes),5eSft75UMsQK5Gm3Tkoo3o
You Are The Reason___Calum Scott,,,,,,,,,,,,,,,,,,,,
Don’t Wake Me Up - Club Mix___Jonas Blue,0.565,0.914,8,-4.771,0,0.0416,0.000992,0.122,0.168,0.541,124.025,audio_features,7fsg22R9wiR0I6gu0UxsBr,spotify:track:7fsg22R9wiR0I6gu0UxsBr,https://api.spotify.com/v1/tracks/7fsg22R9wiR0I6gu0UxsBr,https://api.spotify.com/v1/audio-analysis/7fsg22R9wiR0I6gu0UxsBr,197538,4,Don’t Wake Me Up (Club Mix),2arsu6l2bfEcXWOMF8mFMy
Yeh Haseen Vadiyan Yeh Khula Aasman___A.R. Rahman,0.64,0.295,5,-16.357,1,0.0397,0.425,2.05e-06,0.0804,0.107,121.903,audio_features,6NmGIj2leVHRKkHEGyechJ,spotify:track:6NmGIj2leVHRKkHEGyechJ,https://api.spotify.com/v1/tracks/6NmGIj2leVHRKkHEGyechJ,https://api.spotify.com/v1/audio-analysis/6NmGIj2leVHRKkHEGyechJ,320013,4,Roja (Original Motion Picture Soundtrack),2lORIs7BAIYVH7xxcXsUn7
Knightriders___Fury Weekend,,,,,,,,,,,,,,,,,,,,
Someone You Loved___Lewis Capaldi,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,audio_features,7qEHsqek33rTcFNT9PFqLf,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,182161,4,Divinely Uninspired To A Hellish Extent,5658aM19fA3JVwTK6eQX70
"Kamado Tanjirou no Uta (From ""Demon Slayer: Kimetsu no Yaiba"")___Akano",,,,,,,,,,,,,,,,,,,,
From the Inside___Linkin Park,,,,,,,,,,,,,,,,,,,,
The Wave___R3HAB,0.747,0.407,0,-7.466,1,0.0347,0.214,0,0.042,0.398,79.988,audio_features,0z0LgBYhmuc7V8RmNuIcuZ,spotify:track:0z0LgBYhmuc7V8RmNuIcuZ,https://api.spotify.com/v1/tracks/0z0LgBYhmuc7V8RmNuIcuZ,https://api.spotify.com/v1/audio-analysis/0z0LgBYhmuc7V8RmNuIcuZ,158062,4,The Wave,4BJakMPsJCgRfzJtiB9kdj
My Heart Goes (La Di Da) (feat. Topic)___Becky Hill,,,,,,,,,,,,,,,,,,,,
Dynamite___Taio Cruz,0.751,0.783,4,-3.724,1,0.0859,0.00379,0,0.036,0.816,119.975,audio_features,2CEgGE6aESpnmtfiZwYlbV,spotify:track:2CEgGE6aESpnmtfiZwYlbV,https://api.spotify.com/v1/tracks/2CEgGE6aESpnmtfiZwYlbV,https://api.spotify.com/v1/audio-analysis/2CEgGE6aESpnmtfiZwYlbV,202613,4,The Rokstarr Hits Collection,0eGvq1J5Ke7VlLLOYIlY4k
One Right Now (with The Weeknd)___Post Malone,0.687,0.781,1,-4.806,1,0.053,0.0361,0,0.0755,0.688,97.014,audio_features,00Blm7zeNqgYLPtW6zg8cj,spotify:track:00Blm7zeNqgYLPtW6zg8cj,https://api.spotify.com/v1/tracks/00Blm7zeNqgYLPtW6zg8cj,https://api.spotify.com/v1/audio-analysis/00Blm7zeNqgYLPtW6zg8cj,193507,4,One Right Now,6fgSKdHloRioPrZ9oJC7FH
Shelter___FINNEAS,,,,,,,,,,,,,,,,,,,,
Trust the Winds___Northern Lights,,,,,,,,,,,,,,,,,,,,
Revenge___Papa Roach,,,,,,,,,,,,,,,,,,,,
Burn___Phillipa Soo,0.626,0.706,10,-3.201,0,0.0596,0.00225,0,0.122,0.534,99.939,audio_features,0aE3V0zgSD2YwkEHW42gxG,spotify:track:0aE3V0zgSD2YwkEHW42gxG,https://api.spotify.com/v1/tracks/0aE3V0zgSD2YwkEHW42gxG,https://api.spotify.com/v1/audio-analysis/0aE3V0zgSD2YwkEHW42gxG,203352,4,The Most Beautiful Moment in Life: Young Forever,1k5bJ8l5oL5xxVBVHjil09
Got It In You - Acoustic___BANNERS,0.58,0.354,7,-5.722,1,0.0419,0.725,0,0.118,0.214,72.049,audio_features,4unF8ldGPeedLz8HRIvgxg,spotify:track:4unF8ldGPeedLz8HRIvgxg,https://api.spotify.com/v1/tracks/4unF8ldGPeedLz8HRIvgxg,https://api.spotify.com/v1/audio-analysis/4unF8ldGPeedLz8HRIvgxg,222267,4,Got It In You (Acoustic),4E08w3VUwd7tXJ5pzSqEZc
Broken Promises___Bon Vie,,,,,,,,,,,,,,,,,,,,
The Broken___3 Doors Down,,,,,,,,,,,,,,,,,,,,
"Somnus (Instrumental Version) (From ""Final Fantasy XV"")___Yoko Shimomura",,,,,,,,,,,,,,,,,,,,
Heartless - Swinghouse Session - 2009___The Fray,0.41,0.657,1,-7.974,0,0.0956,0.674,0,0.128,0.43,164.668,audio_features,2ckMlwtwPdQk3pjz128CI6,spotify:track:2ckMlwtwPdQk3pjz128CI6,https://api.spotify.com/v1/tracks/2ckMlwtwPdQk3pjz128CI6,https://api.spotify.com/v1/audio-analysis/2ckMlwtwPdQk3pjz128CI6,254827,4,Heartless,1BiIlMV3vwFH5R7wMF4rGl
if we never met - remix___John K,0.927,0.573,8,-5.804,1,0.0491,0.0339,0.000179,0.1,0.767,114.994,audio_features,0o6NlHNV7Tet6yh9BC6BGd,spotify:track:0o6NlHNV7Tet6yh9BC6BGd,https://api.spotify.com/v1/tracks/0o6NlHNV7Tet6yh9BC6BGd,https://api.spotify.com/v1/audio-analysis/0o6NlHNV7Tet6yh9BC6BGd,186595,4,if we never met (remix),1iCPJ4fkyZ5yvIWSqA4ajE
Medicine Ball___Eminem,0.776,0.943,1,-2.559,1,0.257,0.105,0,0.212,0.695,119.858,audio_features,2cgZkUVmNJeJZFLEAyh5Qj,spotify:track:2cgZkUVmNJeJZFLEAyh5Qj,https://api.spotify.com/v1/tracks/2cgZkUVmNJeJZFLEAyh5Qj,https://api.spotify.com/v1/audio-analysis/2cgZkUVmNJeJZFLEAyh5Qj,237347,5,Relapse: Refill,7MZzYkbHL9Tk3O6WeD4Z0Z
Po Urave___Sid Sriram,,,,,,,,,,,,,,,,,,,,
Revolution Radio___Green Day,0.419,0.971,7,-3.622,1,0.0909,4.63e-05,1.43e-05,0.171,0.677,180.033,audio_features,3oqYMRKQcwyNmFn1VD2ukD,spotify:track:3oqYMRKQcwyNmFn1VD2ukD,https://api.spotify.com/v1/tracks/3oqYMRKQcwyNmFn1VD2ukD,https://api.spotify.com/v1/audio-analysis/3oqYMRKQcwyNmFn1VD2ukD,180853,4,Revolution Radio,5a3LqvNt2nv1B4aRKXmgOV
Give 'Em the Love___J+1,,,,,,,,,,,,,,,,,,,,
Dangerous Night___Thirty Seconds To Mars,0.295,0.715,2,-6.533,1,0.0709,0.00212,1.55e-06,0.242,0.242,86.937,audio_features,7793p4ZXhtbW5RpeRK7rid,spotify:track:7793p4ZXhtbW5RpeRK7rid,https://api.spotify.com/v1/tracks/7793p4ZXhtbW5RpeRK7rid,https://api.spotify.com/v1/audio-analysis/7793p4ZXhtbW5RpeRK7rid,199773,4,AMERICA,0XcHdI2ZyNADjfvo5Ubs39
7 Minutes___Dean Lewis,,,,,,,,,,,,,,,,,,,,
In the Name of Love___Martin Garrix,0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,audio_features,23L5CiUhw2jV1OIMwthR3S,spotify:track:23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/tracks/23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/audio-analysis/23L5CiUhw2jV1OIMwthR3S,195707,4,In the Name of Love,1FOJ5IXGXe8dl0cXvCU6wK
We Like to Party - Original Mix___Showtek,0.587,0.906,11,-4.655,0,0.0419,0.000212,0.944,0.104,0.184,127.98,audio_features,4O799OM270z43L7pKzNqrt,spotify:track:4O799OM270z43L7pKzNqrt,https://api.spotify.com/v1/tracks/4O799OM270z43L7pKzNqrt,https://api.spotify.com/v1/audio-analysis/4O799OM270z43L7pKzNqrt,280990,4,We Like to Party,4uMuXdihVpcYnO8LF6GbXx
Wait For Me___Steve Brian,0.465,0.739,10,-7.786,1,0.0648,0.00987,1.88e-06,0.373,0.0652,125.994,audio_features,6laq4MxNrh2ZKZGLhB7G0V,spotify:track:6laq4MxNrh2ZKZGLhB7G0V,https://api.spotify.com/v1/tracks/6laq4MxNrh2ZKZGLhB7G0V,https://api.spotify.com/v1/audio-analysis/6laq4MxNrh2ZKZGLhB7G0V,217143,4,Wanderlust,5FDLJc6wSkoj1gstHyE5lA
Death of Me___SAINT PHNX,0.648,0.861,1,-4.178,1,0.0686,0.288,0,0.136,0.419,130.073,audio_features,2rNNrLzOOG4n4yMiNSy8dQ,spotify:track:2rNNrLzOOG4n4yMiNSy8dQ,https://api.spotify.com/v1/tracks/2rNNrLzOOG4n4yMiNSy8dQ,https://api.spotify.com/v1/audio-analysis/2rNNrLzOOG4n4yMiNSy8dQ,172733,4,DDMN,7BDGpfMw87xBmeNeZE681g
By Night___Puzzle Muteson,0.481,0.261,11,-12.153,0,0.0292,0.973,0.00568,0.112,0.495,91.995,audio_features,2HiVLVR0RrcjQagWwuiwob,spotify:track:2HiVLVR0RrcjQagWwuiwob,https://api.spotify.com/v1/tracks/2HiVLVR0RrcjQagWwuiwob,https://api.spotify.com/v1/audio-analysis/2HiVLVR0RrcjQagWwuiwob,218332,4,Theatrics,51EBcEd7bGD96iR6yXtYRC
Relaxation___Muzraeli,,,,,,,,,,,,,,,,,,,,
Tum Ko___Kavita Krishnamurthy,,,,,,,,,,,,,,,,,,,,
What They'll Say About Us___FINNEAS,0.538,0.318,7,-13.036,0,0.0417,0.88,7.28e-05,0.116,0.0897,144.988,audio_features,4W1gUkq2TAOOFCBet3i3WR,spotify:track:4W1gUkq2TAOOFCBet3i3WR,https://api.spotify.com/v1/tracks/4W1gUkq2TAOOFCBet3i3WR,https://api.spotify.com/v1/audio-analysis/4W1gUkq2TAOOFCBet3i3WR,181210,4,Optimist,3KChz6qdEH9AfHE6VCBshZ
Dil Se Re___A.R. Rahman,,,,,,,,,,,,,,,,,,,,
animal crossing ~ new horizons lofi___Closed on Sunday,,,,,,,,,,,,,,,,,,,,
Learning To Fly - Revolt Remix___Sheppard,,,,,,,,,,,,,,,,,,,,
Emerald and Stone___Brian Eno,,,,,,,,,,,,,,,,,,,,
Second Sun___Nils Hoffmann,0.739,0.408,2,-10.737,1,0.0331,0.0175,0.844,0.0859,0.176,119.996,audio_features,1CyFbvzMACv6su5ys5wbYg,spotify:track:1CyFbvzMACv6su5ys5wbYg,https://api.spotify.com/v1/tracks/1CyFbvzMACv6su5ys5wbYg,https://api.spotify.com/v1/audio-analysis/1CyFbvzMACv6su5ys5wbYg,224333,4,Second Sun,0cHW1NaoS8qqe3aceCN22Z
First Date___blink-182,0.579,0.928,0,-4.344,1,0.0411,0.000715,0,0.18,0.882,95.594,audio_features,1fJFuvU2ldmeAm5nFIHcPP,spotify:track:1fJFuvU2ldmeAm5nFIHcPP,https://api.spotify.com/v1/tracks/1fJFuvU2ldmeAm5nFIHcPP,https://api.spotify.com/v1/audio-analysis/1fJFuvU2ldmeAm5nFIHcPP,171533,4,Take Off Your Pants And Jacket,3nHpBmW5wJXGeC3ojBkpey
American Cliché___FINNEAS,,,,,,,,,,,,,,,,,,,,
Catch Me If You Can___Walking On Cars,0.508,0.844,2,-5.989,1,0.0454,0.00329,0.093,0.118,0.303,129.031,audio_features,0llbJISuonEwIS4hmdaTz1,spotify:track:0llbJISuonEwIS4hmdaTz1,https://api.spotify.com/v1/tracks/0llbJISuonEwIS4hmdaTz1,https://api.spotify.com/v1/audio-analysis/0llbJISuonEwIS4hmdaTz1,261491,4,Everything This Way,6wycCzrlJHKrooOq3Dzzj3
Kikai Jikakeno Kokoro___KOHTA YAMAMOTO,,,,,,,,,,,,,,,,,,,,
"Gone, Gone, Gone___Phillip Phillips",0.664,0.642,6,-5.961,1,0.038,0.129,0,0.114,0.501,118.002,audio_features,2qHiyBpxyOXnRGG3t2iE96,spotify:track:2qHiyBpxyOXnRGG3t2iE96,https://api.spotify.com/v1/tracks/2qHiyBpxyOXnRGG3t2iE96,https://api.spotify.com/v1/audio-analysis/2qHiyBpxyOXnRGG3t2iE96,209693,4,The World From The Side Of The Moon,0mVaaNSEcExh4rejUpiSj6
The A Team___Ed Sheeran,0.642,0.289,9,-9.918,1,0.0367,0.669,0,0.18,0.407,84.996,audio_features,1VdZ0vKfR5jneCmWIUAMxK,spotify:track:1VdZ0vKfR5jneCmWIUAMxK,https://api.spotify.com/v1/tracks/1VdZ0vKfR5jneCmWIUAMxK,https://api.spotify.com/v1/audio-analysis/1VdZ0vKfR5jneCmWIUAMxK,258373,4,+,0W5GGnapMz0VwemQvJDqa7
Holy___Hogland,0.586,0.734,9,-4.558,1,0.0407,0.0653,0.000571,0.398,0.401,125.851,audio_features,0oHHyJb19I831yp1VTBH7U,spotify:track:0oHHyJb19I831yp1VTBH7U,https://api.spotify.com/v1/tracks/0oHHyJb19I831yp1VTBH7U,https://api.spotify.com/v1/audio-analysis/0oHHyJb19I831yp1VTBH7U,176657,4,Tears - Pop House,133mlV9FZ1UfUZnptO81CI
Interstellar - Main Theme -Trailer Version Extended (2014)___The Meridian Studio Ensemble,0.124,0.046,9,-23.476,0,0.0383,0.811,0.935,0.0861,0.0385,95.905,audio_features,4Fx2a44W3JYyhS1x2UVmVE,spotify:track:4Fx2a44W3JYyhS1x2UVmVE,https://api.spotify.com/v1/tracks/4Fx2a44W3JYyhS1x2UVmVE,https://api.spotify.com/v1/audio-analysis/4Fx2a44W3JYyhS1x2UVmVE,246138,3,The Dark Knight: The Film Music Of Hans Zimmer Volume 3,63T6xmBoFv2KRmMwckXheE
