,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature,albumName,albumID
1802,Daughtry,Waiting for Superman,40968,2021-04-02 21:01:00,0.555,0.682,0,-5.711,1,0.0269,0.0029,0.0,0.0662,0.383,105.987,4AU7z13HYmPMetlWbq1mys,4,Baptized (Deluxe Version),6UTadUeCxnizkSKAS1VHs4
1803,Lifehouse,Wish,3836,2021-04-02 23:46:00,0.771,0.687,8,-7.824,0,0.156,0.603,0.0,0.189,0.225,94.951,39m83gjG1lNr7Un0dJndFw,4,Wishlist (feat. Kaprila),3fyH2rJzSONq5x4fEZQcJU
1804,Daughtry,Waiting for Superman,265668,2021-04-02 23:46:00,0.555,0.682,0,-5.711,1,0.0269,0.0029,0.0,0.0662,0.383,105.987,4AU7z13HYmPMetlWbq1mys,4,Baptized (Deluxe Version),6UTadUeCxnizkSKAS1VHs4
1805,Sasha Alex Sloan,Too Sad To Cry,1519,2021-04-02 23:46:00,0.515,0.27,10,-9.935,1,0.0357,0.842,0.0,0.114,0.234,120.483,3CRtbOoAP82y0VbPO5j1ft,4,Self Portrait,5UZriQSHZOJOjqUtPE5lpg
1806,Theory of a Deadman,Angel,202213,2021-04-02 23:50:00,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,2m6Ko3CY1qXNNja8AlugNc,4,Angel Baby,44CdsgXhU5R2esprq0tf43
1807,Christina Perri,A Thousand Years,205654,2021-04-02 23:53:00,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,6lanRgr6wXibZr8KgzXxBl,3,A Thousand Years,15yvc643iYfQtb6zh9NEJo
1808,Five For Fighting,Superman (It's Not Easy),0,2021-04-03 00:54:00,0.382,0.416,0,-9.303,1,0.0302,0.0733,0.0,0.0719,0.125,102.089,3TwtrR1yNLY1PMPsrGQpOp,4,America Town,5MqEXYwwyJYjOb3g7vJ9ZY
1809,U2,This Is Where You Can Reach Me Now,305133,2021-04-03 01:02:00,0.59,0.696,0,-9.723,0,0.0275,0.0576,0.00164,0.257,0.72,143.947,0hcLI60oIDQks2HlfZuDnY,4,Songs Of Innocence,7DY6v8qiyQcsTCqUWjH7pS
1810,Coldplay,Paradise,278719,2021-04-03 01:07:00,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,6nek1Nin9q48AVZcWs9e9D,4,Mylo Xyloto,2R7iJz5uaHjLEVnMkloO18
1811,Coldplay,Champion Of The World,257546,2021-04-03 01:12:00,0.503,0.594,7,-7.095,1,0.0263,0.00276,0.0102,0.109,0.168,108.9,6mf7BNgXs8JipPr2QILnyN,4,Everyday Life,2FeyIYDDAQqcOJKOKhvHdr
1812,Coldplay,Yellow,266773,2021-04-03 01:20:00,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,3AJwUDP919kvQ9QcozQPxg,4,Parachutes,6ZG5lRT77aJ3btmArcykra
1813,Coldplay,Trouble,273426,2021-04-03 01:24:00,0.565,0.546,11,-7.496,0,0.0314,0.189,0.0015,0.17,0.195,139.757,0R8P9KfGJCDULmlEoBagcO,4,Parachutes,6ZG5lRT77aJ3btmArcykra
1814,Niall Horan,This Town,18541,2021-04-03 04:20:00,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,0qvzXomUDJVaUboy2wMfiS,4,Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p
1815,Lifehouse,Wish,162747,2021-04-03 04:23:00,0.771,0.687,8,-7.824,0,0.156,0.603,0.0,0.189,0.225,94.951,39m83gjG1lNr7Un0dJndFw,4,Wishlist (feat. Kaprila),3fyH2rJzSONq5x4fEZQcJU
1816,The Beatles,Yesterday - Remastered 2015,89385,2021-04-03 05:38:00,0.401,0.189,0,-11.189,1,0.0287,0.871,0.0,0.0968,0.357,94.509,4E5rL7YL0hVUPqeMSpjEF2,4,1 (Remastered),7vEJAtP3KgKSpOHVgwm3Eh
1817,David Guetta,Yesterday (feat. Bebe Rexha),20694,2021-04-03 05:38:00,0.57,0.782,9,-4.379,0,0.0331,0.0242,6.66e-05,0.329,0.276,127.94,6CZh6hYZajOjpEcPmnRMnt,4,Listen,77UW17CZFyCaRLHdHeofZu
1818,The Beatles,Hey Jude,20990,2021-04-03 05:39:00,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,0aym2LBJBk9DAYuHHutrIl,4,1 (Remastered),7vEJAtP3KgKSpOHVgwm3Eh
1819,Daughtry,Waiting for Superman,267333,2021-04-03 05:46:00,0.555,0.682,0,-5.711,1,0.0269,0.0029,0.0,0.0662,0.383,105.987,4AU7z13HYmPMetlWbq1mys,4,Baptized (Deluxe Version),6UTadUeCxnizkSKAS1VHs4
1820,Tritonal,I Feel The Love,201422,2021-04-03 06:16:00,0.555,0.813,0,-5.792,1,0.033,0.0201,0.0,0.165,0.435,125.034,6UiDiFJUGEDzkGpZBL8IYq,4,Painting With Dreams,11t999cj3x48JaRSde6s8p
1821,Daughtry,Waiting for Superman,1020,2021-04-03 06:17:00,0.555,0.682,0,-5.711,1,0.0269,0.0029,0.0,0.0662,0.383,105.987,4AU7z13HYmPMetlWbq1mys,4,Baptized (Deluxe Version),6UTadUeCxnizkSKAS1VHs4
1822,Bastille,Pompeii,1060,2021-04-03 06:17:00,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,6fNhZRFEkBfgW39W3wKARJ,4,Bad Blood,1jUoeAbO2HCADZ1uiyLYIo
1823,The Goo Goo Dolls,Come to Me,2160,2021-04-03 06:17:00,0.589,0.669,0,-4.835,1,0.0253,0.0505,0.0,0.131,0.421,92.06,1jvoeTYt8usIxGWQUSzEyz,4,Magnetic (Deluxe Version),35jYPfl0Y8rCfMU2EkO56x
1824,Fall Out Boy,Where Did The Party Go,13830,2021-04-03 06:18:00,0.631,0.891,0,-4.202,1,0.0998,0.00368,0.00124,0.157,0.677,119.96,3Q7jFW6nxqhwbUctqqthSa,4,Save Rock And Roll,5jKMfS57mHTHzlSFGfPFxU
1825,Fall Out Boy,Where Did The Party Go,229466,2021-04-03 06:21:00,0.631,0.891,0,-4.202,1,0.0998,0.00368,0.00124,0.157,0.677,119.96,3Q7jFW6nxqhwbUctqqthSa,4,Save Rock And Roll,5jKMfS57mHTHzlSFGfPFxU
1826,American Authors,Believer,183893,2021-04-03 06:36:00,0.583,0.968,1,-2.909,1,0.0368,0.00141,0.0115,0.13,0.91,119.999,64ybTt8CKxPdeXBNnu08Op,4,"Oh, What A Life",0V4laGZGshNCpurfIdUhHv
1827,The Goo Goo Dolls,Come to Me,225333,2021-04-03 07:52:00,0.589,0.669,0,-4.835,1,0.0253,0.0505,0.0,0.131,0.421,92.06,1jvoeTYt8usIxGWQUSzEyz,4,Magnetic (Deluxe Version),35jYPfl0Y8rCfMU2EkO56x
1828,Bastille,Pompeii,214147,2021-04-03 09:30:00,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,6fNhZRFEkBfgW39W3wKARJ,4,Bad Blood,1jUoeAbO2HCADZ1uiyLYIo
1829,Daughtry,Waiting for Superman,267333,2021-04-03 09:36:00,0.555,0.682,0,-5.711,1,0.0269,0.0029,0.0,0.0662,0.383,105.987,4AU7z13HYmPMetlWbq1mys,4,Baptized (Deluxe Version),6UTadUeCxnizkSKAS1VHs4
1830,Fitz and The Tantrums,Out of My League,209386,2021-04-03 09:44:00,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,5qEn8c0MBzyRKgQq91Vevi,4,Out of My League,5MAlo86ggKHtumwFZPdii2
1831,Theory of a Deadman,Angel,202213,2021-04-03 09:49:00,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,2m6Ko3CY1qXNNja8AlugNc,4,Angel Baby,44CdsgXhU5R2esprq0tf43
1832,Tritonal,I Feel The Love,213120,2021-04-03 09:52:00,0.555,0.813,0,-5.792,1,0.033,0.0201,0.0,0.165,0.435,125.034,6UiDiFJUGEDzkGpZBL8IYq,4,Painting With Dreams,11t999cj3x48JaRSde6s8p
1833,OneRepublic,Wanted,136247,2021-04-03 09:54:00,0.668,0.534,1,-6.586,1,0.0677,0.164,0.0,0.1,0.711,145.816,6hLkeOMrhZ2CMLBp2of576,4,Wanted,19xtr8RaBkQNaDaNmXnVDj
1834,Sasha Alex Sloan,Too Sad To Cry,208986,2021-04-03 09:58:00,0.515,0.27,10,-9.935,1,0.0357,0.842,0.0,0.114,0.234,120.483,3CRtbOoAP82y0VbPO5j1ft,4,Self Portrait,5UZriQSHZOJOjqUtPE5lpg
1835,Phillip Phillips,"Gone, Gone, Gone",209693,2021-04-03 10:01:00,0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.002,2qHiyBpxyOXnRGG3t2iE96,4,The World From The Side Of The Moon,0mVaaNSEcExh4rejUpiSj6
1836,Lifehouse,Wish,162747,2021-04-03 10:08:00,0.771,0.687,8,-7.824,0,0.156,0.603,0.0,0.189,0.225,94.951,39m83gjG1lNr7Un0dJndFw,4,Wishlist (feat. Kaprila),3fyH2rJzSONq5x4fEZQcJU
1837,Parachute,What I Know,253480,2021-04-03 10:12:00,0.573,0.765,6,-6.594,1,0.0305,0.00107,5.74e-05,0.114,0.359,100.024,5kzrQy4whV7y9Amu8wKRax,4,The Way It Was,7drIw3eAGaFbqjAQe9EMYF
1838,Daughtry,Waiting for Superman,267333,2021-04-03 10:17:00,0.555,0.682,0,-5.711,1,0.0269,0.0029,0.0,0.0662,0.383,105.987,4AU7z13HYmPMetlWbq1mys,4,Baptized (Deluxe Version),6UTadUeCxnizkSKAS1VHs4
1839,OneRepublic,I Lived,234546,2021-04-03 10:28:00,0.593,0.851,9,-5.456,1,0.0446,0.0683,0.0,0.271,0.344,119.987,3IQF4xCQUPicbA4hWfTxPo,4,Native,20lOt6G8MHv8ZO7ViOmiP7
1840,Parachute,Without You,228933,2021-04-03 10:35:00,0.564,0.864,4,-5.121,1,0.0341,0.0761,0.0,0.182,0.534,95.984,6R6ux6KaKrhAg2EIB2krdU,4,Wide Awake,7h5LfM6tT7v8L2gTyL3Bbz
1841,John Newman,Without You,207965,2021-04-03 10:42:00,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,27OeeYzk6klgBh83TSvGMA,4,F*CK LOVE (SAVAGE),3YjfdLdpQcVI72uKhooZst
1842,Christina Perri,A Thousand Years,285120,2021-04-03 10:47:00,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,6lanRgr6wXibZr8KgzXxBl,3,A Thousand Years,15yvc643iYfQtb6zh9NEJo
1843,Michael Schulte,You Said You'd Grow Old With Me,224743,2021-04-03 10:51:00,0.531,0.347,0,-7.044,1,0.0345,0.905,0.0,0.0935,0.289,114.441,41WTP0gosjYD74B06uS2tL,4,Wide Awake,65Z3hZGZsiNcpOAT2U0Inn
1844,Michael Schulte,You Said You'd Grow Old With Me,36205,2021-04-03 10:58:00,0.531,0.347,0,-7.044,1,0.0345,0.905,0.0,0.0935,0.289,114.441,41WTP0gosjYD74B06uS2tL,4,Wide Awake,65Z3hZGZsiNcpOAT2U0Inn
1845,Christina Perri,A Thousand Years,285120,2021-04-03 11:04:00,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,6lanRgr6wXibZr8KgzXxBl,3,A Thousand Years,15yvc643iYfQtb6zh9NEJo
1846,Michael Schulte,You Said You'd Grow Old With Me,224743,2021-04-03 11:07:00,0.531,0.347,0,-7.044,1,0.0345,0.905,0.0,0.0935,0.289,114.441,41WTP0gosjYD74B06uS2tL,4,Wide Awake,65Z3hZGZsiNcpOAT2U0Inn
1847,The 1975,Somebody Else,347525,2021-04-03 11:17:00,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,4m0q0xQ2BNl9SCAGKyfiGZ,4,"I like it when you sleep, for you are so beautiful yet so unaware of it",12zl1WmHPFCSyKYbL4vBZn
1848,Five For Fighting,Superman (It's Not Easy),221693,2021-04-03 11:24:00,0.382,0.416,0,-9.303,1,0.0302,0.0733,0.0,0.0719,0.125,102.089,3TwtrR1yNLY1PMPsrGQpOp,4,America Town,5MqEXYwwyJYjOb3g7vJ9ZY
1849,Niall Horan,This Town,232852,2021-04-03 11:28:00,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,0qvzXomUDJVaUboy2wMfiS,4,Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p
1850,Gryffin,Need Your Love (with Noah Kahan),205786,2021-04-03 11:38:00,0.581,0.76,0,-3.962,1,0.0406,0.16,0.0,0.183,0.523,104.099,1vsQb8n0icvMsFnL9663LM,4,Gravity,5CaTHgZaRvb2vCK1mVbCR1
1851,Anson Seabra,Hurricane,7783,2021-04-03 11:38:00,0.687,0.2,7,-13.241,1,0.0317,0.889,1.27e-06,0.122,0.244,134.993,2wfuK8f77bybu2MWiQ5Evn,4,Hurricane,267C1h0KBd2QGM368Ef9ue
1852,Bastille,The Anchor,204819,2021-04-03 11:46:00,0.369,0.76,8,-3.901,0,0.0521,0.313,0.0,0.139,0.261,131.605,0qwpBiu4uhW9hiQ6P4NePz,4,Wild World (Complete Edition),1qKjUIVG8KmtYceDBWjfqE
1853,Andrew McMahon in the Wilderness,Cecilia And The Satellite,65,2021-04-03 15:58:00,0.381,0.844,5,-7.123,1,0.144,0.0131,0.0,0.318,0.239,194.0,1MSM3Fo2fvnwVqMcz8Jhjq,4,Andrew McMahon In The Wilderness,4IVdl0FxI7cpwyLh8JWOdG
1854,Andrew McMahon in the Wilderness,Cecilia And The Satellite,223806,2021-04-03 16:01:00,0.381,0.844,5,-7.123,1,0.144,0.0131,0.0,0.318,0.239,194.0,1MSM3Fo2fvnwVqMcz8Jhjq,4,Andrew McMahon In The Wilderness,4IVdl0FxI7cpwyLh8JWOdG
1855,Michael Schulte,You Said You'd Grow Old With Me,224743,2021-04-03 16:10:00,0.531,0.347,0,-7.044,1,0.0345,0.905,0.0,0.0935,0.289,114.441,41WTP0gosjYD74B06uS2tL,4,Wide Awake,65Z3hZGZsiNcpOAT2U0Inn
1856,Sasha Alex Sloan,Too Sad To Cry,1000,2021-04-03 16:27:00,0.515,0.27,10,-9.935,1,0.0357,0.842,0.0,0.114,0.234,120.483,3CRtbOoAP82y0VbPO5j1ft,4,Self Portrait,5UZriQSHZOJOjqUtPE5lpg
1857,Parachute,Without You,228933,2021-04-03 16:31:00,0.564,0.864,4,-5.121,1,0.0341,0.0761,0.0,0.182,0.534,95.984,6R6ux6KaKrhAg2EIB2krdU,4,Wide Awake,7h5LfM6tT7v8L2gTyL3Bbz
1858,Daughtry,Waiting for Superman,110808,2021-04-03 17:29:00,0.555,0.682,0,-5.711,1,0.0269,0.0029,0.0,0.0662,0.383,105.987,4AU7z13HYmPMetlWbq1mys,4,Baptized (Deluxe Version),6UTadUeCxnizkSKAS1VHs4
1859,Imagine Dragons,Walking The Wire,232906,2021-04-03 17:37:00,0.54,0.761,4,-5.339,1,0.0372,0.0163,0.0,0.0941,0.147,100.008,1y3bE5i57eUm3hfLAc7h08,4,Evolve,33pt9HBdGlAbRGBHQgsZsU
1860,John Newman,Without You,207965,2021-04-03 17:41:00,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,27OeeYzk6klgBh83TSvGMA,4,F*CK LOVE (SAVAGE),3YjfdLdpQcVI72uKhooZst
1861,Niall Horan,This Town,107523,2021-04-03 18:03:00,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,0qvzXomUDJVaUboy2wMfiS,4,Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p
1862,Theory of a Deadman,Angel,202213,2021-04-03 18:16:00,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,2m6Ko3CY1qXNNja8AlugNc,4,Angel Baby,44CdsgXhU5R2esprq0tf43
1863,Tritonal,I Feel The Love,213120,2021-04-03 18:38:00,0.555,0.813,0,-5.792,1,0.033,0.0201,0.0,0.165,0.435,125.034,6UiDiFJUGEDzkGpZBL8IYq,4,Painting With Dreams,11t999cj3x48JaRSde6s8p
1864,Anson Seabra,Hurricane,16461,2021-04-03 18:38:00,0.687,0.2,7,-13.241,1,0.0317,0.889,1.27e-06,0.122,0.244,134.993,2wfuK8f77bybu2MWiQ5Evn,4,Hurricane,267C1h0KBd2QGM368Ef9ue
1865,The 1975,Somebody Else,886,2021-04-03 18:38:00,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,4m0q0xQ2BNl9SCAGKyfiGZ,4,"I like it when you sleep, for you are so beautiful yet so unaware of it",12zl1WmHPFCSyKYbL4vBZn
1866,Coldplay,Trouble,54358,2021-04-03 18:39:00,0.565,0.546,11,-7.496,0,0.0314,0.189,0.0015,0.17,0.195,139.757,0R8P9KfGJCDULmlEoBagcO,4,Parachutes,6ZG5lRT77aJ3btmArcykra
1867,Coldplay,Paradise,107461,2021-04-03 18:51:00,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,6nek1Nin9q48AVZcWs9e9D,4,Mylo Xyloto,2R7iJz5uaHjLEVnMkloO18
1868,Niall Horan,This Town,232852,2021-04-04 01:54:00,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,0qvzXomUDJVaUboy2wMfiS,4,Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p
1869,Imagine Dragons,Walking The Wire,211951,2021-04-04 02:12:00,0.54,0.761,4,-5.339,1,0.0372,0.0163,0.0,0.0941,0.147,100.008,1y3bE5i57eUm3hfLAc7h08,4,Evolve,33pt9HBdGlAbRGBHQgsZsU
1870,Leona Lewis,Better in Time,209121,2021-04-04 10:59:00,0.584,0.7,6,-4.251,1,0.0506,0.512,2.43e-05,0.13,0.549,163.953,2iXBZ32Fz5VDCLeE0JIdX5,4,Spirit,0VaAFegRAAn4OCg7p4QjN5
1871,The 1975,Somebody Else,347525,2021-04-04 11:14:00,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,4m0q0xQ2BNl9SCAGKyfiGZ,4,"I like it when you sleep, for you are so beautiful yet so unaware of it",12zl1WmHPFCSyKYbL4vBZn
1872,Bastille,The Anchor,204819,2021-04-04 11:27:00,0.369,0.76,8,-3.901,0,0.0521,0.313,0.0,0.139,0.261,131.605,0qwpBiu4uhW9hiQ6P4NePz,4,Wild World (Complete Edition),1qKjUIVG8KmtYceDBWjfqE
1873,Parachute,Without You,228933,2021-04-04 11:30:00,0.564,0.864,4,-5.121,1,0.0341,0.0761,0.0,0.182,0.534,95.984,6R6ux6KaKrhAg2EIB2krdU,4,Wide Awake,7h5LfM6tT7v8L2gTyL3Bbz
1874,Daughtry,Waiting for Superman,267333,2021-04-04 11:35:00,0.555,0.682,0,-5.711,1,0.0269,0.0029,0.0,0.0662,0.383,105.987,4AU7z13HYmPMetlWbq1mys,4,Baptized (Deluxe Version),6UTadUeCxnizkSKAS1VHs4
1875,The Score,On And On,215706,2021-04-04 11:42:00,0.53,0.727,1,-5.179,0,0.0441,0.0387,0.0,0.212,0.385,76.943,65Ce0h4SA18GuH6nuI1QWe,4,ATLAS (Deluxe),2estDSavGQ2q3IHLbzxkSE
1876,Parachute,What I Know,253480,2021-04-04 11:50:00,0.573,0.765,6,-6.594,1,0.0305,0.00107,5.74e-05,0.114,0.359,100.024,5kzrQy4whV7y9Amu8wKRax,4,The Way It Was,7drIw3eAGaFbqjAQe9EMYF
1877,Christina Perri,A Thousand Years,285120,2021-04-04 11:55:00,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,6lanRgr6wXibZr8KgzXxBl,3,A Thousand Years,15yvc643iYfQtb6zh9NEJo
1878,Sasha Alex Sloan,Too Sad To Cry,208986,2021-04-04 11:59:00,0.515,0.27,10,-9.935,1,0.0357,0.842,0.0,0.114,0.234,120.483,3CRtbOoAP82y0VbPO5j1ft,4,Self Portrait,5UZriQSHZOJOjqUtPE5lpg
1879,Lifehouse,Wish,162747,2021-04-04 12:01:00,0.771,0.687,8,-7.824,0,0.156,0.603,0.0,0.189,0.225,94.951,39m83gjG1lNr7Un0dJndFw,4,Wishlist (feat. Kaprila),3fyH2rJzSONq5x4fEZQcJU
1880,Gryffin,Need Your Love (with Noah Kahan),205786,2021-04-04 12:05:00,0.581,0.76,0,-3.962,1,0.0406,0.16,0.0,0.183,0.523,104.099,1vsQb8n0icvMsFnL9663LM,4,Gravity,5CaTHgZaRvb2vCK1mVbCR1
1881,Andrew McMahon in the Wilderness,Cecilia And The Satellite,221206,2021-04-04 12:21:00,0.381,0.844,5,-7.123,1,0.144,0.0131,0.0,0.318,0.239,194.0,1MSM3Fo2fvnwVqMcz8Jhjq,4,Andrew McMahon In The Wilderness,4IVdl0FxI7cpwyLh8JWOdG
1882,Tritonal,I Feel The Love,2238,2021-04-04 12:46:00,0.555,0.813,0,-5.792,1,0.033,0.0201,0.0,0.165,0.435,125.034,6UiDiFJUGEDzkGpZBL8IYq,4,Painting With Dreams,11t999cj3x48JaRSde6s8p
1883,Gryffin,Need Your Love (with Noah Kahan),1193,2021-04-04 12:46:00,0.581,0.76,0,-3.962,1,0.0406,0.16,0.0,0.183,0.523,104.099,1vsQb8n0icvMsFnL9663LM,4,Gravity,5CaTHgZaRvb2vCK1mVbCR1
1884,Imagine Dragons,Walking The Wire,232906,2021-04-04 12:53:00,0.54,0.761,4,-5.339,1,0.0372,0.0163,0.0,0.0941,0.147,100.008,1y3bE5i57eUm3hfLAc7h08,4,Evolve,33pt9HBdGlAbRGBHQgsZsU
1885,Daughtry,Waiting for Superman,243570,2021-04-04 13:13:00,0.555,0.682,0,-5.711,1,0.0269,0.0029,0.0,0.0662,0.383,105.987,4AU7z13HYmPMetlWbq1mys,4,Baptized (Deluxe Version),6UTadUeCxnizkSKAS1VHs4
1886,Daughtry,Waiting for Superman,627,2021-04-04 13:49:00,0.555,0.682,0,-5.711,1,0.0269,0.0029,0.0,0.0662,0.383,105.987,4AU7z13HYmPMetlWbq1mys,4,Baptized (Deluxe Version),6UTadUeCxnizkSKAS1VHs4
1887,The Score,On And On,84982,2021-04-04 14:04:00,0.53,0.727,1,-5.179,0,0.0441,0.0387,0.0,0.212,0.385,76.943,65Ce0h4SA18GuH6nuI1QWe,4,ATLAS (Deluxe),2estDSavGQ2q3IHLbzxkSE
1888,OneRepublic,I Lived,147353,2021-04-04 14:41:00,0.593,0.851,9,-5.456,1,0.0446,0.0683,0.0,0.271,0.344,119.987,3IQF4xCQUPicbA4hWfTxPo,4,Native,20lOt6G8MHv8ZO7ViOmiP7
1889,Bastille,The Anchor,204819,2021-04-04 15:20:00,0.369,0.76,8,-3.901,0,0.0521,0.313,0.0,0.139,0.261,131.605,0qwpBiu4uhW9hiQ6P4NePz,4,Wild World (Complete Edition),1qKjUIVG8KmtYceDBWjfqE
1890,Michael Schulte,You Said You'd Grow Old With Me,224743,2021-04-04 15:28:00,0.531,0.347,0,-7.044,1,0.0345,0.905,0.0,0.0935,0.289,114.441,41WTP0gosjYD74B06uS2tL,4,Wide Awake,65Z3hZGZsiNcpOAT2U0Inn
1891,Lifehouse,Wish,139226,2021-04-04 15:44:00,0.771,0.687,8,-7.824,0,0.156,0.603,0.0,0.189,0.225,94.951,39m83gjG1lNr7Un0dJndFw,4,Wishlist (feat. Kaprila),3fyH2rJzSONq5x4fEZQcJU
1892,Daughtry,Waiting for Superman,5469,2021-04-04 15:54:00,0.555,0.682,0,-5.711,1,0.0269,0.0029,0.0,0.0662,0.383,105.987,4AU7z13HYmPMetlWbq1mys,4,Baptized (Deluxe Version),6UTadUeCxnizkSKAS1VHs4
1893,Bastille,Pompeii,214147,2021-04-04 16:00:00,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,6fNhZRFEkBfgW39W3wKARJ,4,Bad Blood,1jUoeAbO2HCADZ1uiyLYIo
1894,The Goo Goo Dolls,Come to Me,225333,2021-04-04 16:08:00,0.589,0.669,0,-4.835,1,0.0253,0.0505,0.0,0.131,0.421,92.06,1jvoeTYt8usIxGWQUSzEyz,4,Magnetic (Deluxe Version),35jYPfl0Y8rCfMU2EkO56x
1895,Fall Out Boy,Save Rock And Roll,108008,2021-04-04 16:14:00,0.557,0.777,9,-6.286,1,0.0635,0.0756,4.29e-05,0.1,0.449,144.968,6SFTYQSczxhBNKR5bYjGMD,4,Save Rock And Roll,5jKMfS57mHTHzlSFGfPFxU
1896,Phillip Phillips,"Gone, Gone, Gone",209693,2021-04-04 16:26:00,0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.002,2qHiyBpxyOXnRGG3t2iE96,4,The World From The Side Of The Moon,0mVaaNSEcExh4rejUpiSj6
1897,Lifehouse,Wish,162747,2021-04-04 16:29:00,0.771,0.687,8,-7.824,0,0.156,0.603,0.0,0.189,0.225,94.951,39m83gjG1lNr7Un0dJndFw,4,Wishlist (feat. Kaprila),3fyH2rJzSONq5x4fEZQcJU
1898,The Score,On And On,215706,2021-04-04 16:32:00,0.53,0.727,1,-5.179,0,0.0441,0.0387,0.0,0.212,0.385,76.943,65Ce0h4SA18GuH6nuI1QWe,4,ATLAS (Deluxe),2estDSavGQ2q3IHLbzxkSE
1899,John Newman,Without You,207965,2021-04-04 16:36:00,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,27OeeYzk6klgBh83TSvGMA,4,F*CK LOVE (SAVAGE),3YjfdLdpQcVI72uKhooZst
1900,John Newman,Without You,386,2021-04-04 17:42:00,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,27OeeYzk6klgBh83TSvGMA,4,F*CK LOVE (SAVAGE),3YjfdLdpQcVI72uKhooZst
1901,Bastille,The Anchor,23,2021-04-04 17:47:00,0.369,0.76,8,-3.901,0,0.0521,0.313,0.0,0.139,0.261,131.605,0qwpBiu4uhW9hiQ6P4NePz,4,Wild World (Complete Edition),1qKjUIVG8KmtYceDBWjfqE
1902,Five For Fighting,Superman (It's Not Easy),576,2021-04-04 17:47:00,0.382,0.416,0,-9.303,1,0.0302,0.0733,0.0,0.0719,0.125,102.089,3TwtrR1yNLY1PMPsrGQpOp,4,America Town,5MqEXYwwyJYjOb3g7vJ9ZY
1903,Daughtry,Waiting for Superman,23,2021-04-04 17:47:00,0.555,0.682,0,-5.711,1,0.0269,0.0029,0.0,0.0662,0.383,105.987,4AU7z13HYmPMetlWbq1mys,4,Baptized (Deluxe Version),6UTadUeCxnizkSKAS1VHs4
1904,Anson Seabra,Hurricane,681,2021-04-04 17:47:00,0.687,0.2,7,-13.241,1,0.0317,0.889,1.27e-06,0.122,0.244,134.993,2wfuK8f77bybu2MWiQ5Evn,4,Hurricane,267C1h0KBd2QGM368Ef9ue
1905,Niall Horan,This Town,23,2021-04-04 17:47:00,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,0qvzXomUDJVaUboy2wMfiS,4,Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p
1906,Andrew McMahon in the Wilderness,Cecilia And The Satellite,616,2021-04-04 17:47:00,0.381,0.844,5,-7.123,1,0.144,0.0131,0.0,0.318,0.239,194.0,1MSM3Fo2fvnwVqMcz8Jhjq,4,Andrew McMahon In The Wilderness,4IVdl0FxI7cpwyLh8JWOdG
