,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature,albumName,albumID
0,Theory of a Deadman,Angel,1187,2021-03-12 05:39:00,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,2m6Ko3CY1qXNNja8AlugNc,4,Angel Baby,44CdsgXhU5R2esprq0tf43
1,Phillip Phillips,"Gone, Gone, Gone",1292,2021-03-12 05:39:00,0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.002,2qHiyBpxyOXnRGG3t2iE96,4,The World From The Side Of The Moon,0mVaaNSEcExh4rejUpiSj6
2,Theory of a Deadman,Angel,202213,2021-03-12 05:43:00,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,2m6Ko3CY1qXNNja8AlugNc,4,Angel Baby,44CdsgXhU5R2esprq0tf43
3,John Newman,Without You,207965,2021-03-12 05:50:00,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,27OeeYzk6klgBh83TSvGMA,4,F*CK LOVE (SAVAGE),3YjfdLdpQcVI72uKhooZst
4,Anson Seabra,Hurricane,201440,2021-03-12 05:57:00,0.687,0.2,7,-13.241,1,0.0317,0.889,1.27e-06,0.122,0.244,134.993,2wfuK8f77bybu2MWiQ5Evn,4,Hurricane,267C1h0KBd2QGM368Ef9ue
5,OneRepublic,Wanted,136247,2021-03-12 06:04:00,0.668,0.534,1,-6.586,1,0.0677,0.164,0.0,0.1,0.711,145.816,6hLkeOMrhZ2CMLBp2of576,4,Wanted,19xtr8RaBkQNaDaNmXnVDj
6,Phillip Phillips,"Gone, Gone, Gone",730,2021-03-12 06:09:00,0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.002,2qHiyBpxyOXnRGG3t2iE96,4,The World From The Side Of The Moon,0mVaaNSEcExh4rejUpiSj6
7,Imagine Dragons,Walking The Wire,232906,2021-03-12 06:13:00,0.54,0.761,4,-5.339,1,0.0372,0.0163,0.0,0.0941,0.147,100.008,1y3bE5i57eUm3hfLAc7h08,4,Evolve,33pt9HBdGlAbRGBHQgsZsU
8,John Newman,Without You,207965,2021-03-12 06:30:00,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,27OeeYzk6klgBh83TSvGMA,4,F*CK LOVE (SAVAGE),3YjfdLdpQcVI72uKhooZst
9,Theory of a Deadman,Angel,202213,2021-03-12 06:34:00,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,2m6Ko3CY1qXNNja8AlugNc,4,Angel Baby,44CdsgXhU5R2esprq0tf43
10,The Score,On And On,215706,2021-03-12 06:41:00,0.53,0.727,1,-5.179,0,0.0441,0.0387,0.0,0.212,0.385,76.943,65Ce0h4SA18GuH6nuI1QWe,4,ATLAS (Deluxe),2estDSavGQ2q3IHLbzxkSE
11,Andrew McMahon in the Wilderness,Cecilia And The Satellite,223879,2021-03-12 06:44:00,0.381,0.844,5,-7.123,1,0.144,0.0131,0.0,0.318,0.239,194.0,1MSM3Fo2fvnwVqMcz8Jhjq,4,Andrew McMahon In The Wilderness,4IVdl0FxI7cpwyLh8JWOdG
12,Sasha Alex Sloan,Too Sad To Cry,208986,2021-03-12 06:48:00,0.515,0.27,10,-9.935,1,0.0357,0.842,0.0,0.114,0.234,120.483,3CRtbOoAP82y0VbPO5j1ft,4,Self Portrait,5UZriQSHZOJOjqUtPE5lpg
13,John Newman,Without You,207965,2021-03-12 07:05:00,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,27OeeYzk6klgBh83TSvGMA,4,F*CK LOVE (SAVAGE),3YjfdLdpQcVI72uKhooZst
14,Andrew McMahon in the Wilderness,Cecilia And The Satellite,223879,2021-03-12 07:09:00,0.381,0.844,5,-7.123,1,0.144,0.0131,0.0,0.318,0.239,194.0,1MSM3Fo2fvnwVqMcz8Jhjq,4,Andrew McMahon In The Wilderness,4IVdl0FxI7cpwyLh8JWOdG
15,Niall Horan,This Town,54513,2021-03-12 07:14:00,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,0qvzXomUDJVaUboy2wMfiS,4,Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p
16,Guru Randhawa,"Morni Banke (From ""Badhaai Ho"")",44302,2021-03-12 07:14:00,0.816,0.922,11,-2.963,0,0.149,0.178,0.0,0.373,0.887,95.006,2Wu9PNpLUCBl3W1GaPqkhl,4,"Morni Banke (From ""Badhaai Ho"")",1lTV7wbMeSmLrBOjf42FER
17,Tritonal,I Feel The Love,213120,2021-03-12 07:32:00,0.555,0.813,0,-5.792,1,0.033,0.0201,0.0,0.165,0.435,125.034,6UiDiFJUGEDzkGpZBL8IYq,4,Painting With Dreams,11t999cj3x48JaRSde6s8p
18,The Script,Superheroes,245466,2021-03-12 07:36:00,0.49,0.885,3,-4.121,1,0.0396,0.00218,0.0,0.0741,0.64,166.996,37sINbJZcFdHFAsVNsPq1i,4,No Sound Without Silence,6yd9yk8nFcHalXzy7mgaDx
19,Five For Fighting,Superman (It's Not Easy),8180,2021-03-12 07:36:00,0.382,0.416,0,-9.303,1,0.0302,0.0733,0.0,0.0719,0.125,102.089,3TwtrR1yNLY1PMPsrGQpOp,4,America Town,5MqEXYwwyJYjOb3g7vJ9ZY
20,Five For Fighting,Superman (It's Not Easy),213513,2021-03-12 08:47:00,0.382,0.416,0,-9.303,1,0.0302,0.0733,0.0,0.0719,0.125,102.089,3TwtrR1yNLY1PMPsrGQpOp,4,America Town,5MqEXYwwyJYjOb3g7vJ9ZY
21,OneRepublic,I Lived,1233,2021-03-12 08:53:00,0.593,0.851,9,-5.456,1,0.0446,0.0683,0.0,0.271,0.344,119.987,3IQF4xCQUPicbA4hWfTxPo,4,Native,20lOt6G8MHv8ZO7ViOmiP7
22,Gryffin,Need Your Love (with Noah Kahan),1170,2021-03-12 08:53:00,0.581,0.76,0,-3.962,1,0.0406,0.16,0.0,0.183,0.523,104.099,1vsQb8n0icvMsFnL9663LM,4,Gravity,5CaTHgZaRvb2vCK1mVbCR1
23,Theory of a Deadman,Angel,933,2021-03-12 08:53:00,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,2m6Ko3CY1qXNNja8AlugNc,4,Angel Baby,44CdsgXhU5R2esprq0tf43
24,Andrew McMahon in the Wilderness,Cecilia And The Satellite,145677,2021-03-12 08:53:00,0.381,0.844,5,-7.123,1,0.144,0.0131,0.0,0.318,0.239,194.0,1MSM3Fo2fvnwVqMcz8Jhjq,4,Andrew McMahon In The Wilderness,4IVdl0FxI7cpwyLh8JWOdG
25,The Score,On And On,1165,2021-03-12 08:53:00,0.53,0.727,1,-5.179,0,0.0441,0.0387,0.0,0.212,0.385,76.943,65Ce0h4SA18GuH6nuI1QWe,4,ATLAS (Deluxe),2estDSavGQ2q3IHLbzxkSE
26,Parachute,Without You,1120,2021-03-12 08:53:00,0.564,0.864,4,-5.121,1,0.0341,0.0761,0.0,0.182,0.534,95.984,6R6ux6KaKrhAg2EIB2krdU,4,Wide Awake,7h5LfM6tT7v8L2gTyL3Bbz
27,Theory of a Deadman,Angel,202213,2021-03-12 08:57:00,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,2m6Ko3CY1qXNNja8AlugNc,4,Angel Baby,44CdsgXhU5R2esprq0tf43
28,The Script,Superheroes,740,2021-03-12 09:04:00,0.49,0.885,3,-4.121,1,0.0396,0.00218,0.0,0.0741,0.64,166.996,37sINbJZcFdHFAsVNsPq1i,4,No Sound Without Silence,6yd9yk8nFcHalXzy7mgaDx
29,Bastille,The Anchor,127486,2021-03-12 09:04:00,0.369,0.76,8,-3.901,0,0.0521,0.313,0.0,0.139,0.261,131.605,0qwpBiu4uhW9hiQ6P4NePz,4,Wild World (Complete Edition),1qKjUIVG8KmtYceDBWjfqE
30,Gryffin,Need Your Love (with Noah Kahan),640,2021-03-12 09:04:00,0.581,0.76,0,-3.962,1,0.0406,0.16,0.0,0.183,0.523,104.099,1vsQb8n0icvMsFnL9663LM,4,Gravity,5CaTHgZaRvb2vCK1mVbCR1
31,Anson Seabra,Hurricane,560,2021-03-12 09:04:00,0.687,0.2,7,-13.241,1,0.0317,0.889,1.27e-06,0.122,0.244,134.993,2wfuK8f77bybu2MWiQ5Evn,4,Hurricane,267C1h0KBd2QGM368Ef9ue
32,OneRepublic,Wanted,860,2021-03-12 09:04:00,0.668,0.534,1,-6.586,1,0.0677,0.164,0.0,0.1,0.711,145.816,6hLkeOMrhZ2CMLBp2of576,4,Wanted,19xtr8RaBkQNaDaNmXnVDj
33,Niall Horan,This Town,750,2021-03-12 09:04:00,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,0qvzXomUDJVaUboy2wMfiS,4,Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p
34,The 1975,Somebody Else,78814,2021-03-12 09:04:00,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,4m0q0xQ2BNl9SCAGKyfiGZ,4,"I like it when you sleep, for you are so beautiful yet so unaware of it",12zl1WmHPFCSyKYbL4vBZn
35,Parachute,Without You,650,2021-03-12 09:04:00,0.564,0.864,4,-5.121,1,0.0341,0.0761,0.0,0.182,0.534,95.984,6R6ux6KaKrhAg2EIB2krdU,4,Wide Awake,7h5LfM6tT7v8L2gTyL3Bbz
36,Bastille,The Anchor,1140,2021-03-12 09:05:00,0.369,0.76,8,-3.901,0,0.0521,0.313,0.0,0.139,0.261,131.605,0qwpBiu4uhW9hiQ6P4NePz,4,Wild World (Complete Edition),1qKjUIVG8KmtYceDBWjfqE
37,OneRepublic,I Lived,234546,2021-03-12 09:23:00,0.593,0.851,9,-5.456,1,0.0446,0.0683,0.0,0.271,0.344,119.987,3IQF4xCQUPicbA4hWfTxPo,4,Native,20lOt6G8MHv8ZO7ViOmiP7
38,Five For Fighting,Superman (It's Not Easy),221693,2021-03-12 09:27:00,0.382,0.416,0,-9.303,1,0.0302,0.0733,0.0,0.0719,0.125,102.089,3TwtrR1yNLY1PMPsrGQpOp,4,America Town,5MqEXYwwyJYjOb3g7vJ9ZY
39,Tritonal,I Feel The Love,213120,2021-03-12 09:30:00,0.555,0.813,0,-5.792,1,0.033,0.0201,0.0,0.165,0.435,125.034,6UiDiFJUGEDzkGpZBL8IYq,4,Painting With Dreams,11t999cj3x48JaRSde6s8p
40,Phillip Phillips,"Gone, Gone, Gone",209693,2021-03-12 09:41:00,0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.002,2qHiyBpxyOXnRGG3t2iE96,4,The World From The Side Of The Moon,0mVaaNSEcExh4rejUpiSj6
41,Imagine Dragons,Walking The Wire,232906,2021-03-12 09:45:00,0.54,0.761,4,-5.339,1,0.0372,0.0163,0.0,0.0941,0.147,100.008,1y3bE5i57eUm3hfLAc7h08,4,Evolve,33pt9HBdGlAbRGBHQgsZsU
42,John Newman,Without You,207965,2021-03-12 10:02:00,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,27OeeYzk6klgBh83TSvGMA,4,F*CK LOVE (SAVAGE),3YjfdLdpQcVI72uKhooZst
43,Theory of a Deadman,Angel,202213,2021-03-12 10:06:00,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,2m6Ko3CY1qXNNja8AlugNc,4,Angel Baby,44CdsgXhU5R2esprq0tf43
44,The Score,On And On,215706,2021-03-12 10:13:00,0.53,0.727,1,-5.179,0,0.0441,0.0387,0.0,0.212,0.385,76.943,65Ce0h4SA18GuH6nuI1QWe,4,ATLAS (Deluxe),2estDSavGQ2q3IHLbzxkSE
45,Andrew McMahon in the Wilderness,Cecilia And The Satellite,223879,2021-03-12 10:16:00,0.381,0.844,5,-7.123,1,0.144,0.0131,0.0,0.318,0.239,194.0,1MSM3Fo2fvnwVqMcz8Jhjq,4,Andrew McMahon In The Wilderness,4IVdl0FxI7cpwyLh8JWOdG
46,Sasha Alex Sloan,Too Sad To Cry,208986,2021-03-12 10:20:00,0.515,0.27,10,-9.935,1,0.0357,0.842,0.0,0.114,0.234,120.483,3CRtbOoAP82y0VbPO5j1ft,4,Self Portrait,5UZriQSHZOJOjqUtPE5lpg
47,The 1975,Somebody Else,347525,2021-03-12 10:29:00,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,4m0q0xQ2BNl9SCAGKyfiGZ,4,"I like it when you sleep, for you are so beautiful yet so unaware of it",12zl1WmHPFCSyKYbL4vBZn
48,The Score,On And On,1220,2021-03-12 13:46:00,0.53,0.727,1,-5.179,0,0.0441,0.0387,0.0,0.212,0.385,76.943,65Ce0h4SA18GuH6nuI1QWe,4,ATLAS (Deluxe),2estDSavGQ2q3IHLbzxkSE
49,OneRepublic,Wanted,50896,2021-03-12 13:50:00,0.668,0.534,1,-6.586,1,0.0677,0.164,0.0,0.1,0.711,145.816,6hLkeOMrhZ2CMLBp2of576,4,Wanted,19xtr8RaBkQNaDaNmXnVDj
50,Niall Horan,This Town,232852,2021-03-12 13:54:00,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,0qvzXomUDJVaUboy2wMfiS,4,Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p
51,OneRepublic,I Lived,234546,2021-03-12 14:05:00,0.593,0.851,9,-5.456,1,0.0446,0.0683,0.0,0.271,0.344,119.987,3IQF4xCQUPicbA4hWfTxPo,4,Native,20lOt6G8MHv8ZO7ViOmiP7
52,The Script,Superheroes,245466,2021-03-12 14:14:00,0.49,0.885,3,-4.121,1,0.0396,0.00218,0.0,0.0741,0.64,166.996,37sINbJZcFdHFAsVNsPq1i,4,No Sound Without Silence,6yd9yk8nFcHalXzy7mgaDx
53,Bastille,The Anchor,204819,2021-03-12 14:21:00,0.369,0.76,8,-3.901,0,0.0521,0.313,0.0,0.139,0.261,131.605,0qwpBiu4uhW9hiQ6P4NePz,4,Wild World (Complete Edition),1qKjUIVG8KmtYceDBWjfqE
54,Five For Fighting,Superman (It's Not Easy),7770,2021-03-12 14:23:00,0.382,0.416,0,-9.303,1,0.0302,0.0733,0.0,0.0719,0.125,102.089,3TwtrR1yNLY1PMPsrGQpOp,4,America Town,5MqEXYwwyJYjOb3g7vJ9ZY
55,Theory of a Deadman,Angel,202213,2021-03-12 14:26:00,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,2m6Ko3CY1qXNNja8AlugNc,4,Angel Baby,44CdsgXhU5R2esprq0tf43
56,Theory of a Deadman,Angel,8716,2021-03-12 14:26:00,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,2m6Ko3CY1qXNNja8AlugNc,4,Angel Baby,44CdsgXhU5R2esprq0tf43
57,Sasha Alex Sloan,Too Sad To Cry,3055,2021-03-12 14:26:00,0.515,0.27,10,-9.935,1,0.0357,0.842,0.0,0.114,0.234,120.483,3CRtbOoAP82y0VbPO5j1ft,4,Self Portrait,5UZriQSHZOJOjqUtPE5lpg
58,Parachute,Without You,10448,2021-03-12 14:31:00,0.564,0.864,4,-5.121,1,0.0341,0.0761,0.0,0.182,0.534,95.984,6R6ux6KaKrhAg2EIB2krdU,4,Wide Awake,7h5LfM6tT7v8L2gTyL3Bbz
59,Imagine Dragons,Walking The Wire,232906,2021-03-12 14:35:00,0.54,0.761,4,-5.339,1,0.0372,0.0163,0.0,0.0941,0.147,100.008,1y3bE5i57eUm3hfLAc7h08,4,Evolve,33pt9HBdGlAbRGBHQgsZsU
60,John Newman,Without You,207965,2021-03-12 14:39:00,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,27OeeYzk6klgBh83TSvGMA,4,F*CK LOVE (SAVAGE),3YjfdLdpQcVI72uKhooZst
61,Andrew McMahon in the Wilderness,Cecilia And The Satellite,223879,2021-03-12 14:42:00,0.381,0.844,5,-7.123,1,0.144,0.0131,0.0,0.318,0.239,194.0,1MSM3Fo2fvnwVqMcz8Jhjq,4,Andrew McMahon In The Wilderness,4IVdl0FxI7cpwyLh8JWOdG
62,Gryffin,Need Your Love (with Noah Kahan),44357,2021-03-12 14:43:00,0.581,0.76,0,-3.962,1,0.0406,0.16,0.0,0.183,0.523,104.099,1vsQb8n0icvMsFnL9663LM,4,Gravity,5CaTHgZaRvb2vCK1mVbCR1
63,Tritonal,I Feel The Love,1196,2021-03-12 17:46:00,0.555,0.813,0,-5.792,1,0.033,0.0201,0.0,0.165,0.435,125.034,6UiDiFJUGEDzkGpZBL8IYq,4,Painting With Dreams,11t999cj3x48JaRSde6s8p
64,Anson Seabra,Hurricane,1282,2021-03-12 17:46:00,0.687,0.2,7,-13.241,1,0.0317,0.889,1.27e-06,0.122,0.244,134.993,2wfuK8f77bybu2MWiQ5Evn,4,Hurricane,267C1h0KBd2QGM368Ef9ue
65,OneRepublic,Wanted,1154,2021-03-12 17:46:00,0.668,0.534,1,-6.586,1,0.0677,0.164,0.0,0.1,0.711,145.816,6hLkeOMrhZ2CMLBp2of576,4,Wanted,19xtr8RaBkQNaDaNmXnVDj
66,Phillip Phillips,"Gone, Gone, Gone",1203,2021-03-12 17:46:00,0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.002,2qHiyBpxyOXnRGG3t2iE96,4,The World From The Side Of The Moon,0mVaaNSEcExh4rejUpiSj6
67,The 1975,Somebody Else,1642,2021-03-12 17:46:00,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,4m0q0xQ2BNl9SCAGKyfiGZ,4,"I like it when you sleep, for you are so beautiful yet so unaware of it",12zl1WmHPFCSyKYbL4vBZn
68,The Score,On And On,215706,2021-03-12 17:53:00,0.53,0.727,1,-5.179,0,0.0441,0.0387,0.0,0.212,0.385,76.943,65Ce0h4SA18GuH6nuI1QWe,4,ATLAS (Deluxe),2estDSavGQ2q3IHLbzxkSE
69,Niall Horan,This Town,1321,2021-03-12 17:55:00,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,0qvzXomUDJVaUboy2wMfiS,4,Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p
70,OneRepublic,I Lived,234546,2021-03-12 18:06:00,0.593,0.851,9,-5.456,1,0.0446,0.0683,0.0,0.271,0.344,119.987,3IQF4xCQUPicbA4hWfTxPo,4,Native,20lOt6G8MHv8ZO7ViOmiP7
71,The Script,Superheroes,245466,2021-03-12 18:13:00,0.49,0.885,3,-4.121,1,0.0396,0.00218,0.0,0.0741,0.64,166.996,37sINbJZcFdHFAsVNsPq1i,4,No Sound Without Silence,6yd9yk8nFcHalXzy7mgaDx
72,Bastille,The Anchor,204819,2021-03-12 18:20:00,0.369,0.76,8,-3.901,0,0.0521,0.313,0.0,0.139,0.261,131.605,0qwpBiu4uhW9hiQ6P4NePz,4,Wild World (Complete Edition),1qKjUIVG8KmtYceDBWjfqE
73,Five For Fighting,Superman (It's Not Easy),221693,2021-03-12 18:27:00,0.382,0.416,0,-9.303,1,0.0302,0.0733,0.0,0.0719,0.125,102.089,3TwtrR1yNLY1PMPsrGQpOp,4,America Town,5MqEXYwwyJYjOb3g7vJ9ZY
74,Theory of a Deadman,Angel,202213,2021-03-12 18:31:00,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,2m6Ko3CY1qXNNja8AlugNc,4,Angel Baby,44CdsgXhU5R2esprq0tf43
75,Sasha Alex Sloan,Too Sad To Cry,208986,2021-03-12 18:35:00,0.515,0.27,10,-9.935,1,0.0357,0.842,0.0,0.114,0.234,120.483,3CRtbOoAP82y0VbPO5j1ft,4,Self Portrait,5UZriQSHZOJOjqUtPE5lpg
76,Parachute,Without You,228933,2021-03-12 19:01:00,0.564,0.864,4,-5.121,1,0.0341,0.0761,0.0,0.182,0.534,95.984,6R6ux6KaKrhAg2EIB2krdU,4,Wide Awake,7h5LfM6tT7v8L2gTyL3Bbz
77,Imagine Dragons,Walking The Wire,232906,2021-03-12 19:14:00,0.54,0.761,4,-5.339,1,0.0372,0.0163,0.0,0.0941,0.147,100.008,1y3bE5i57eUm3hfLAc7h08,4,Evolve,33pt9HBdGlAbRGBHQgsZsU
78,John Newman,Without You,207965,2021-03-12 19:18:00,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,27OeeYzk6klgBh83TSvGMA,4,F*CK LOVE (SAVAGE),3YjfdLdpQcVI72uKhooZst
79,Gryffin,Need Your Love (with Noah Kahan),205786,2021-03-12 19:21:00,0.581,0.76,0,-3.962,1,0.0406,0.16,0.0,0.183,0.523,104.099,1vsQb8n0icvMsFnL9663LM,4,Gravity,5CaTHgZaRvb2vCK1mVbCR1
80,Tritonal,I Feel The Love,126436,2021-03-12 19:23:00,0.555,0.813,0,-5.792,1,0.033,0.0201,0.0,0.165,0.435,125.034,6UiDiFJUGEDzkGpZBL8IYq,4,Painting With Dreams,11t999cj3x48JaRSde6s8p
81,Anson Seabra,Hurricane,2514,2021-03-12 19:24:00,0.687,0.2,7,-13.241,1,0.0317,0.889,1.27e-06,0.122,0.244,134.993,2wfuK8f77bybu2MWiQ5Evn,4,Hurricane,267C1h0KBd2QGM368Ef9ue
82,Phillip Phillips,"Gone, Gone, Gone",1623,2021-03-12 19:24:00,0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.002,2qHiyBpxyOXnRGG3t2iE96,4,The World From The Side Of The Moon,0mVaaNSEcExh4rejUpiSj6
83,Andrew McMahon in the Wilderness,Cecilia And The Satellite,223879,2021-03-12 19:27:00,0.381,0.844,5,-7.123,1,0.144,0.0131,0.0,0.318,0.239,194.0,1MSM3Fo2fvnwVqMcz8Jhjq,4,Andrew McMahon In The Wilderness,4IVdl0FxI7cpwyLh8JWOdG
84,The 1975,Somebody Else,9731,2021-03-12 19:27:00,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,4m0q0xQ2BNl9SCAGKyfiGZ,4,"I like it when you sleep, for you are so beautiful yet so unaware of it",12zl1WmHPFCSyKYbL4vBZn
85,OneRepublic,Wanted,956,2021-03-12 19:28:00,0.668,0.534,1,-6.586,1,0.0677,0.164,0.0,0.1,0.711,145.816,6hLkeOMrhZ2CMLBp2of576,4,Wanted,19xtr8RaBkQNaDaNmXnVDj
86,The Score,On And On,215706,2021-03-12 19:35:00,0.53,0.727,1,-5.179,0,0.0441,0.0387,0.0,0.212,0.385,76.943,65Ce0h4SA18GuH6nuI1QWe,4,ATLAS (Deluxe),2estDSavGQ2q3IHLbzxkSE
87,Niall Horan,This Town,232852,2021-03-12 19:46:00,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,0qvzXomUDJVaUboy2wMfiS,4,Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p
88,The Script,Superheroes,23,2021-03-12 19:54:00,0.49,0.885,3,-4.121,1,0.0396,0.00218,0.0,0.0741,0.64,166.996,37sINbJZcFdHFAsVNsPq1i,4,No Sound Without Silence,6yd9yk8nFcHalXzy7mgaDx
89,OneRepublic,I Lived,11371,2021-03-12 19:54:00,0.593,0.851,9,-5.456,1,0.0446,0.0683,0.0,0.271,0.344,119.987,3IQF4xCQUPicbA4hWfTxPo,4,Native,20lOt6G8MHv8ZO7ViOmiP7
90,Bastille,The Anchor,440,2021-03-12 19:54:00,0.369,0.76,8,-3.901,0,0.0521,0.313,0.0,0.139,0.261,131.605,0qwpBiu4uhW9hiQ6P4NePz,4,Wild World (Complete Edition),1qKjUIVG8KmtYceDBWjfqE
91,Five For Fighting,Superman (It's Not Easy),23,2021-03-12 19:54:00,0.382,0.416,0,-9.303,1,0.0302,0.0733,0.0,0.0719,0.125,102.089,3TwtrR1yNLY1PMPsrGQpOp,4,America Town,5MqEXYwwyJYjOb3g7vJ9ZY
92,Theory of a Deadman,Angel,202213,2021-03-12 19:57:00,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,2m6Ko3CY1qXNNja8AlugNc,4,Angel Baby,44CdsgXhU5R2esprq0tf43
93,Tritonal,I Feel The Love,604,2021-03-12 19:58:00,0.555,0.813,0,-5.792,1,0.033,0.0201,0.0,0.165,0.435,125.034,6UiDiFJUGEDzkGpZBL8IYq,4,Painting With Dreams,11t999cj3x48JaRSde6s8p
94,Gryffin,Need Your Love (with Noah Kahan),698,2021-03-12 19:58:00,0.581,0.76,0,-3.962,1,0.0406,0.16,0.0,0.183,0.523,104.099,1vsQb8n0icvMsFnL9663LM,4,Gravity,5CaTHgZaRvb2vCK1mVbCR1
95,Anson Seabra,Hurricane,23,2021-03-12 19:58:00,0.687,0.2,7,-13.241,1,0.0317,0.889,1.27e-06,0.122,0.244,134.993,2wfuK8f77bybu2MWiQ5Evn,4,Hurricane,267C1h0KBd2QGM368Ef9ue
96,OneRepublic,Wanted,941,2021-03-12 19:58:00,0.668,0.534,1,-6.586,1,0.0677,0.164,0.0,0.1,0.711,145.816,6hLkeOMrhZ2CMLBp2of576,4,Wanted,19xtr8RaBkQNaDaNmXnVDj
97,Niall Horan,This Town,23,2021-03-12 19:58:00,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,0qvzXomUDJVaUboy2wMfiS,4,Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p
98,Andrew McMahon in the Wilderness,Cecilia And The Satellite,23,2021-03-12 19:58:00,0.381,0.844,5,-7.123,1,0.144,0.0131,0.0,0.318,0.239,194.0,1MSM3Fo2fvnwVqMcz8Jhjq,4,Andrew McMahon In The Wilderness,4IVdl0FxI7cpwyLh8JWOdG
99,Phillip Phillips,"Gone, Gone, Gone",23,2021-03-12 19:58:00,0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.002,2qHiyBpxyOXnRGG3t2iE96,4,The World From The Side Of The Moon,0mVaaNSEcExh4rejUpiSj6
100,Sasha Alex Sloan,Too Sad To Cry,36150,2021-03-12 19:58:00,0.515,0.27,10,-9.935,1,0.0357,0.842,0.0,0.114,0.234,120.483,3CRtbOoAP82y0VbPO5j1ft,4,Self Portrait,5UZriQSHZOJOjqUtPE5lpg
101,The Score,On And On,303,2021-03-12 19:58:00,0.53,0.727,1,-5.179,0,0.0441,0.0387,0.0,0.212,0.385,76.943,65Ce0h4SA18GuH6nuI1QWe,4,ATLAS (Deluxe),2estDSavGQ2q3IHLbzxkSE
102,The 1975,Somebody Else,473,2021-03-12 19:58:00,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,4m0q0xQ2BNl9SCAGKyfiGZ,4,"I like it when you sleep, for you are so beautiful yet so unaware of it",12zl1WmHPFCSyKYbL4vBZn
103,Imagine Dragons,Walking The Wire,558,2021-03-12 19:58:00,0.54,0.761,4,-5.339,1,0.0372,0.0163,0.0,0.0941,0.147,100.008,1y3bE5i57eUm3hfLAc7h08,4,Evolve,33pt9HBdGlAbRGBHQgsZsU
104,John Newman,Without You,23,2021-03-12 19:58:00,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,27OeeYzk6klgBh83TSvGMA,4,F*CK LOVE (SAVAGE),3YjfdLdpQcVI72uKhooZst
105,Parachute,Without You,1358,2021-03-12 19:58:00,0.564,0.864,4,-5.121,1,0.0341,0.0761,0.0,0.182,0.534,95.984,6R6ux6KaKrhAg2EIB2krdU,4,Wide Awake,7h5LfM6tT7v8L2gTyL3Bbz
